,Job_Title,Company_Name,Job_Description
2289,Odoo / ERP Functional Consultant,Archer Solutions,"Full Time · Entry Level · 1+ Yrs of Exp · Accounting · OpenERP · Odoo · English · Business Processes · Information Technology (IT) · Computer Science · ERP · Commerce · Odoo ERP · Implementer - October 14, 2020"
2290,Senior Frontend Developer (Angular),Paynas,"Full Time · Experienced · 3-5 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Angular · jQuery · CSS3 · Web Development · Front-End · HTML5 · javaScript - November 5, 2020"
2291,Dot Net Developer,Orchtech,"Full Time · Experienced · 2-4 Yrs of Exp · .Net Core · .NET · SQL · Angular · Software · Agile · Computer Science · Information Technology (IT) · Engineering · English · NodeJS · ASP.NET - October 6, 2020"
2292,Senior iOS Developer,Arabia for Information Technology,"Full Time · Experienced · 3+ Yrs of Exp · iOS · Computer Science · Engineering · Swift · Objective C · Information Technology (IT) · Software Development · Development · Bitbucket · Github - October 8, 2020"
2293,Senior Java Developer,SmartTech Systems,"Full Time · Experienced · 4+ Yrs of Exp · Java · Information Technology (IT) · Software Development · Spring · Computer Science · Computer Engineering · Engineering · SQL · Angular · Oracle - October 19, 2020"
2294,Frontend React JS Developer,apps square,"Full Time · Entry Level · 1-2 Yrs of Exp · Software Development · javaScript · HTML · React · Front-End · CSS · React.js · Information Technology (IT) · Computer Science · Design · JS · Developer - October 19, 2020"
2295,Full Stack Node.js Developer,Master Linux,Full Time · Experienced · 2-5 Yrs of Exp · GraphQL · Restful API · Java · Node.js · Full Stack · Software Development · Agile · NoSQL · SQL · HTML · CSS · Javascript · Jira · DevOps · React - New
2296,Front-End Developer Angular - Ionic,DIRAC SYSTEMS,"Full Time · Experienced · 2-5 Yrs of Exp · Information Systems · Computer Science · System Engineering · ML/XHTML · javaScript · CSS · jQuery · AngularJS · Software Development · Software · HTML - October 29, 2020"
2297,Java Developer,QCENTRIS,"Full Time · Experienced · 5+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Java · Engineering · Software · Agile · MongoDB · Spring · RESTful · MySQL - October 1, 2020"
2298,Senior Java Developer,Path-Solutions,Full Time · Experienced · 4-7 Yrs of Exp · Java · Software Development · javaScript · Information Technology (IT) · Computer Science · Web Development · Computer Engineering · Telecom · Engineering - New
2299,Sr. JavaScript Developer,Longman Egypt,"Full Time · Experienced · 5-10 Yrs of Exp · Information Technology (IT) · Computer Science · javaScript · Software Development · CSS · HTML · React · Git · AWS · UX · UI · RESTful · Docker - November 2, 2020"
2300,Mid-Senior Backend Web Developer, ,Full Time · Part Time · Experienced · 3-5 Yrs of Exp · ASP.NET Core · Angular · MSSQL · MS SQL · Information Technology (IT) · Computer Science · Software Development · Web Development · ASP.NET - New
2301,Senior Full-Stack Web Developer,asasalqarar,"Full Time · Experienced · 4-8 Yrs of Exp · ASP.NET · MVC · Linq · AJAX · HTML · CSS · jQuery · JavaSript · AnjularJS · Microsoft SQL Server · Computer Science · Information Technology (IT) - October 5, 2020"
2302,Senior PHP Developer - Laravel,Trufla,"Full Time · Experienced · 3+ Yrs of Exp · PHP · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Laravel · MySQL · RESTful APIs · AWS · EC2 · ECS - October 28, 2020"
2303,Magento Development Consultant,Comfort Egypt,"· Manager · 10-10 Yrs of Exp · Engineering · Computer Science · Communication · XML · Development · English · Software Development · Information Technology (IT) · Software Development · HTML - November 1, 2020"
2304,Business Development Manager,Artificial Intelligence and Data Mining (AIDM),"Full Time · Part Time · Manager · 3+ Yrs of Exp · Business Development · Sales · Digital Marketing · B2B · Software · Sales Skills · Marketing · RFP · Strategy · Software Sales · Sales Target - October 3, 2020"
2305,Ionic Developer,As Good As New,"Full Time · Work From Home · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Ionic · Software Development · HTML · CSS · javaScript · Computer Science · Back End · SOAP · RESTful - October 28, 2020"
2306,Flutter Developer,DEVOPSolution,Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · Flutter · Software Development · Android · RESTful · APIs · Development · Flutter Development · RESTful APIs · App · Design - New
2307,Senior React Native Developer,DEVOPSolution,Full Time · Experienced · 3+ Yrs of Exp · Information Technology (IT) · Software Development · APIs · javaScript · React Native · Computer Science · Android · React · JSON · Git · Agile · REST - New
2308,Senior Android Developer, ,Full Time · Experienced · 4-8 Yrs of Exp · Android · Information Technology (IT) · senior android developer · Computer Science · Software Development · Git · Android SDK · SDK · MVC · Design - New
2309,Web Developer,PGLS,Full Time · Experienced · 4-6 Yrs of Exp · Web Development · Information Technology (IT) · CSS · HTML · PHP · Java · Python · Development · Computer Science · Software Development · Nodejs - New
2310,Senior Full Stack Java & React Developer.,Cegedim,"Full Time · Experienced · 6-9 Yrs of Exp · Java · MVC · Git · SQL · Information Technology (IT) · Software Development · CSS · HTML · React · Engineering · javaScript · Computer Science · SVN - October 18, 2020"
2311,Java Spring Developer R2,YELO,"Full Time · Experienced · 2-5 Yrs of Exp · Computer Science · Java · Software Development · Spring · OOP · SQL · Spring Boot · Software · Maven · Docker · Information Technology (IT) · EHcache - October 12, 2020"
2312,Back-End Developer (WordPress / PHP),proleaders,"Full Time · Experienced · 3+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · SEO · WooCommerce · WordPress · PHP · Engineering · Telecom · HTML5 · CSS - November 3, 2020"
2313,iOS Developer - Cairo,Restart Technology,Full Time · Entry Level · 1-3 Yrs of Exp · Software Development · Swift · Computer Science · Information Technology (IT) · Software Engineering · APIs · JSON · REST · Engineering · iOS · Design - New
2314,Senior PHP Developer, ,"Full Time · Experienced · 5+ Yrs of Exp · Information Technology (IT) · PHP · Computer Science · Software Development · MVC · Laravel · Programming · IT/Software Development - October 26, 2020"
2315,Development Technical Lead,Contactless,Full Time · Work From Home · Manager · 6-10 Yrs of Exp · Saas · English · Agile · Information Technology (IT) · Computer Science · Angular · javaScript · AWS · HTML · PHP · MongoDB · Git - New
2316,Junior Full Stack Developer,Talent 360,"Full Time · Entry Level · 2-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · javaScript · React · SQL · APIs · NodeJS · Development · Testing · React Native - November 2, 2020"
2317,Sr. JavaScript Developer,Longman Egypt,"Full Time · Experienced · 5-10 Yrs of Exp · Information Technology (IT) · Computer Science · javaScript · Software Development · CSS · HTML · React · Git · AWS · UX · UI · RESTful · Docker - November 2, 2020"
2318,Full Stack Developer,MidEast Communication Systems,"Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Computer Science · UI · UX · MVC · PHP · Laravel · jQuery · HTML5 · CSS3 · NodeJS · Nginx · Yaf · SQL · GIT - October 13, 2020"
2319,Full Stack Developer,illustrious,Full Time · Experienced · 5-7 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · javaScript · HTML · CSS · Angular · jQuery · .NET · ASP.NET · Full Stack - New
2320,OBIEE BI Developer,Smartera 3S,"Full Time · Experienced · 5+ Yrs of Exp · OBIEE · Software Engineer · IT · SQL · BI Analysis · VA · EMP · FCCM · PL-SQL · Oracle · Banking · Banking · IT/Software Development - November 23, 2020"
2321,Senior Oracle Adf Developer - Cairo,Linux Plus Information Systems,"Full Time · Experienced · 3-5 Yrs of Exp · ADF · BPM · Oracle SOA · SOA · Oracle ADF · Information Technology (IT) · Computer Science · Software Development · Oracle · IT/Software Development - October 14, 2020"
2322,Technical Team Lead,Arqam,"Full Time · Manager · 7+ Yrs of Exp · Information Technology (IT) · Software Development · Python · javascript · Computer Science · Computer Engineering · Docker · MongoDB · Java - November 15, 2020"
2323,Senior Front End Developer,Second profit,"Full Time · Experienced · 3-5 Yrs of Exp · React · javaScript · Software Development · Information Technology (IT) · Computer Science · Front-End · Front End · Back-End · UX · Design · Frontend - November 22, 2020"
2324,Junior Full Stack Developer,Talent 360,"Full Time · Entry Level · 2-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · javaScript · React · SQL · APIs · NodeJS · Development · Testing · React Native - November 2, 2020"
2325,Senior .Net Full Stack Developer (Angular -..., ,"Full Time · Experienced · 3-5 Yrs of Exp · Angular 2+ · .NET · Full Stack · Software Development · Computer Science · Information Technology (IT) · Software Engineering · Computer Engineering - October 25, 2020"
2326,UI Developer,AlQemam For Programming,"Full Time · Experienced · 2+ Yrs of Exp · UI · Information Technology (IT) · javaScript · jQuery · HTML · CSS · Angular · Bootstrap · Computer Science · Software Development - November 2, 2020"
2327,Oracle Developer Lead,Generation C,"Full Time · Manager · 5+ Yrs of Exp · Information Technology (IT) · Computer Science · Telecommunication · Engineering · Oracle · SQL · Management Information Systems · Business · Programming - November 5, 2020"
2328,Senior Android Developer,Expert Apps,"Full Time · Experienced · 5+ Yrs of Exp · Android · Computer Science · Information Technology (IT) · Software Development · Mobile Development · Development · Computer · Android Developer - November 2, 2020"
2329,Senior iOS Developer, ,"Full Time · Experienced · 3+ Yrs of Exp · iOS · Objective C · Mobile Development · Swift · Computer Science · App Store · Software Development · Software Engineering · Information Technology (IT) - October 24, 2020"
2330,.Net Full Stack Developer,infasme.com,"Full Time · Entry Level · 1+ Yrs of Exp · Information Technology (IT) · .NET · Computer Science · Software Development · Angular · javaScript · HTML · CSS · PHP · SQL · React · Java - November 22, 2020"
2331,Mid/Junior Technical Developer - UAE,Gulf Data International,"Full Time · Experienced · 5-7 Yrs of Exp · Males Only · Computer Science · Information Technology (IT) · Software Development · Software · HTML · Testing · jQuery · Microsoft visual studio 2015 - October 14, 2020"
2332,Full Stack Developer, ,"Full Time · Experienced · 3-6 Yrs of Exp · Computer Science · Information Technology (IT) · Web Development · Software Development · Angular · Ruby · Development · Mobile Development · Mobile - October 2, 2020"
2333,Android Developer,Puzzle,"· Experienced · 3-5 Yrs of Exp · Kotlin · Java · Software Development · Computer Science · Android · SDK · Information Technology (IT) · Mobile Development · Android SDK · Software · Design - October 7, 2020"
