,Job_Title,Company_Name,Skills,Level,Type,Job_Category,Years_of_experience
4126,Telecom - Proposal Engineer,Alkan CIT,"Bidding · Proposal Engineer · Computer Science · Proposal · Customer Service · Arabic · English · Business Development · Business Development - November 11, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4127,Office Admin,Arab Bridge," Microsoft Office · Administration · Office Management · Admin · Management · Communication · Sales · Construction · Administration · Sales/Retail - November 21, 2020",Experienced,Full Time,Software Engneering ,  2-8 Yrs of Exp
4128,Sales Executive B2B - Corporate,Egybyte," Sales Skills · Sales Target · CRM · Communication · Sales · B2B · Computer Science · Business · English · Computer Skills · ITIL · Business Development - November 22, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
4129,BI Analyst - KSA,SURE International Technology,"Tableau · Power BI · BI Analyst · BI Developer · Information Technology · Business Intelligence · Analysis · Business Analysis · DAX · SQL - October 22, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4130,Farm Manager,Orientals for Urban Development,"of Exp · Agriculture · Engineering · Production · Operation · Quality Control · Quality Assurance · Farm · Farm Management · Agriculture Engineering - November 22, 2020",Manager,Full Time,Software Engneering , Manager · 5+ Yr
4131,Real Estate Sales Specialist,Concrete For Real Estate," Real Estate · Sales Skills · Sales Target · Sales · Communication Skills · English · Advertising · Insurance · Media · Real Estate · Sales/Retail - November 22, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
4132,Customer Service Executive,korAddiction Sports Development & Entertainment, Customer Service · English · Communication · Negotiation · Customer Service/Support - New,Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
4133,Service Operations Executive - Alexandria,Digitec, Operations · Service · Customer Service/Support · Operations/Management - New,Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4134,HR Specialist,Affsquare, Human Resources (HR) · HR · Communication Skills · Microsoft Office · Admin · Management · Office Management · Administration · Human Resources - New,Entry Level,Full Time,Software Engneering ,  1-4 Yrs of Exp
4135,Growth Marketing Manager,Odiggo,"s of Exp · Marketing · SEO · Social Media · Digital Marketing · Growth · Management · Demand Generation · Marketing Growth Hacker · Web Analytics · SEM · MBA · CSS3 - November 4, 2020",Manager,Full Time,Software Engneering , Manager · 3-12 
4136,Product Manager,Future Group,"of Exp · Product Management · Information Technology (IT) · Sales · Social Media · English · Communication Skills · Business · Media · Communication · Technical - November 18, 2020",Manager,Full Time,Software Engneering , Manager · 5+ Yr
4137,Digital Marketing Specialist,Euro Van International," Marketing · Social Media · Digital Marketing · E-marketing · Media · Marketing/PR/Advertising · Media/Journalism/Publishing - November 5, 2020",Experienced,Full Time,Software Engneering ,  2-3 Yrs of Exp
4138,Blockchain Instructor,EPSILON TRAINING CENTER,"rs of Exp · Blockchain · Computer Science · Technology · Bigdata · Cloud · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor - November 10, 2020",Entry Level,Full Time And Part Time,Software Engneering ,Part Time ·  1-3
4139,Science Teacher,Nozha Group," Teaching · Science · Education · Communication Skills · English · Learning · Teacher · Education/Teaching - November 14, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4140,Senior Digital Media Buyer (Facebook & Google),Edu-Fun," 2-3 Yrs of Exp · Digital Marketing · Social Media · Facebook Ads · Google Adwords · Campaigns · Google Analytics · Marketing · Media · Facebook · Digital - November 14, 2020",Experienced,Full Time,Software Engneering , Work From Home 
4141,Marketing Communications Director (Regional - C...,Pillars," · 15+ Yrs of Exp · Marcomm · Marketing · Market Research · Management · Medical · EMEA · Marketing/PR/Advertising · C-Level Executive/GM/Director - October 6, 2020",Manager,Full Time,Software Engneering , Senior Manageme
4142,Facilities/MEP Manager,EFS," of Exp · Engineering · Mechanical Engineering · Electrical Engineering · MEP · Maintenance · Hospitals · Facility Management · HSEQ · CAFM · BMS - October 5, 2020",Manager,Full Time,Software Engneering , Manager · 10+ Y
4143,Marketing Manager,Sheikh Alamoud,"From Home · Manager · 5-8 Yrs of Exp · Marketing · Social Media · Market Research · Digital Marketing · SEO · Sales · Business · Writing · Digital · Campaigns - November 19, 2020",Manager,Full Time,Software Engneering , Part Time · Wor
4144,Account Manager - Fashion,Hidden Name," Sales · Sales Skills · Customer Service · Account Management · Communication Skills · Account Manager · Business Administration · CRM · Management - October 5, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
4145,Outdoor Sales Engineer,Rockal," CRM · Sales Skills · Sales · Engineering · Construction · Market Research · Customer Support · Corporate Sales · Sales Engineering · Sales/Retail - October 5, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
4146,Instructional Designer,Hidden Name," Instructional Design · Education · Design · Microsoft Office · HTML · Instructional Designer · Graphic Design · Editing · Training · Teaching - October 7, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
4147,External Affairs Officer,Ahram Security Group,"Administration · Skills · External Affairs · Administrative Affairs · Administration - November 8, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
4148,Plant Manager,Grand Plast,"of Exp · Engineering · Production · Industrial · English · Management · Manufacturing · Plant · Operations/Management · Manufacturing/Production · Engineering - Other - November 8, 2020",Manager,Full Time,Software Engneering , Manager · 3+ Yr
4149,Material Management Section Head,Egyptian German Automotive,"s of Exp · Warehouse · Supply Chain · Logistics · Logistics/Supply Chain - October 28, 2020",Manager,Full Time,Software Engneering , Manager · 7-10 
4150,Senior Financial Planning & Analyst,Fresenius Medical Care," Finance · Accounting · Financial Analysis · CMA · Analysis · CIMA · Forecasting · Planning · Budgeting · Excel · SAP · Commerce · Accounting/Finance - November 10, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
4151,Chief Financial Officer (CFO),AACMI," of Exp · Finance · Accounting · Financial Management · Financial Analysis · CPA · Management · MBA · Financial · Manufacturing · Economics · DBA · Accounting/Finance - November 11, 2020",Manager,Full Time,Software Engneering , Manager · 15+ Y
4152,Senior Sales Executive (Luxor),Nagwa,"Sales · Sales Skills · Sales Target · E-Learning · Education · Negotiation · Digital Education · Sales/Retail - November 12, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4153,Senior Sales Executive (10th Of Ramadan City),Nagwa,"Sales · Sales Skills · Sales Target · Education · E-Learning · Digital Education · Sales/Retail - November 12, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4154,Senior Sales Executive (15th Of May City),Nagwa,"Sales · Sales Target · Sales Skills · E-Learning · Digital Education · Education · Sales/Retail - November 12, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4155,Senior Content Creator/ Copywriter,Ads Solution,"Marketing · Social Media · Content Creation · E-marketing · SEO · Writing · Content · English · WordPress · Arabic · Online Marketing · Media · Research - October 4, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4156,UX/UI Designer,TurnDigital," Computer Science · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Web Design · User Interface · Graphic Design · Design · Applied Arts · CSS - September 30, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
4157,Supply Planner - Alexandria,SAVOLA," Supply Chain · Logistics · Planning · Logistics/Supply Chain - October 12, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
4158,Operation Manager Associate,Caduceus Lane,"of Exp · Management · Administration · Business Development · Microsoft Office · Operations · Business Development · Operations/Management - October 8, 2020",Manager,Full Time,Software Engneering , Manager · 7+ Yr
4159,Chief Credit Control,Hidden Name,"rs of Exp · Credit · Accounting · Banking · English · Arabic · Credit Control · Commerce · Business Administration · Accounting/Finance · Banking - October 25, 2020",Manager,Full Time,Software Engneering , Manager · 10-12
4160,Plant Manager,Hidden Name,"of Exp · Engineering · Production · Manufacturing · Management · English · Operations/Management · Manufacturing/Production · Engineering - Other - October 26, 2020",Manager,Full Time,Software Engneering , Manager · 3+ Yr
4161,UX/UI Department Head - New Cairo,ArabDT,"s of Exp · UX · UX/UI · Usability · Design · CSS3 · Graffle · Computer Science · Information Technology · Creative/Design/Art · IT/Software Development - October 22, 2020",Manager,Full Time,Software Engneering , Manager · 8-12 
4162,Administrative & Operation Manager...,United Group For Engineering And Investment,"rs of Exp · Administration · Management · Operations · Business Administration · Construction · Export · Planning · English · Business · Communication Skills - October 27, 2020",Manager,Full Time,Software Engneering , Manager · 15-20
4163,Cost Accountant,MTBI-diagnostics," Cost Accounting · Industrial · Finance · Accounting · Financial Analysis · English · Accounting/Finance - October 28, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
4164,Senior Sales Executive (Assiut),Nagwa,"Sales · Sales Skills · Sales Target · Digital Education · E-Learning · Education · Communication · Negotiation · Business · Sales/Retail - October 28, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4165,Senior Sales Executive (Beni sueif),Nagwa,"Sales · Sales Skills · Sales Target · Digital Education · E-Learning · Communication · Negotiation · Presentation · Business · Sales/Retail - October 28, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4166,Senior Sales Executive (Fayoum),Nagwa,"Sales · Sales Skills · Sales Target · E-Learning · Digital Education · Communication · Negotiation · Business · Sales/Retail - October 28, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4167,Senior Sales Executive (Minya),Nagwa,"Sales · Sales Skills · Sales Target · E-Learning · Communication · Negotiation · Business · Education · Digital Education · Sales/Retail - October 28, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4168,Senior Sales Executive (Qena),Nagwa,"Sales · Sales Skills · Sales Target · E-Learning · Education · Communication · Business · Negotiation · Digital Education · Sales/Retail - October 28, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
4169,Sales Engineer,Desklab," Sales · Autodesk · Revit · BIM · MEP · Inventor · Structural · Sales Skills · Marketing · Business Development · 3ds Max · Business Development - October 28, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
4170,E-Commerce Logistics Specialist - Giza,Hidden Name," E-Commerce · Logistics · Social · Social Media · Communication · Marketing · Media · Supply Chain · MS Office · Business · Sales · Analytical - September 27, 2020",Experienced,Full Time,Software Engneering ,  2-3 Yrs of Exp
